Kiswahili;Deutsch;Zusatz de;Wortart;Klasse;Animate;Singular Kiswahili;Klasse Singular;Plural Kiswahili;Klasse Plural;Plural Deutsch;Einsilbig;Verbstamm;Infinitiv;Thema;Anmerkung
-chagua;auswählen;;Verb;;;;;;;;0;chagua;kuchagua;Allgemein;
-chagua;aussuchen;;Verb;;;;;;;;0;chagua;kuchagua;Allgemein;
-changanyika;gemischt sein;;Verb;;;;;;;;0;changanyika;kuchanganyika;Allgemein;
-changanya;vermischen;;Verb;;;;;;;;0;changanya;kuchanganya;Allgemein;
-changanya;vermengen;;Verb;;;;;;;;0;changanya;kuchanganya;Allgemein;
-changanya;[Karten] mischen;;Verb;;;;;;;;0;changanya;kuchanganya;Allgemein;
-changanya;durcheinander bringen;;Verb;;;;;;;;0;changanya;kuchanganya;Allgemein;
-changanya maneno;durcheinander reden;;Verb;;;;;;;;0;changanya maneno;kuchanganya maneno;Allgemein;
-changania;mischen;;Verb;;;;;;;;0;changania;kuchangania;Allgemein;
-changania;vermischen;;Verb;;;;;;;;0;changania;kuchangania;Allgemein;
-ongoza;lehren;;Verb;;;;;;;;0;ongoza;kuongoza;Allgemein;
-ongoza;vorwärts bringen;;Verb;;;;;;;;0;ongoza;kuongoza;Allgemein;
-ongoza;leiten;;Verb;;;;;;;;0;ongoza;kuongoza;Allgemein;
-ongoza;lotsen;;Verb;;;;;;;;0;ongoza;kuongoza;Allgemein;
-ongoza;dirigieren;;Verb;;;;;;;;0;ongoza;kuongoza;Allgemein;
-ongozana;hintereinander gehen;;Verb;;;;;;;;0;ongozana;kuongozana;Allgemein;
-ongozana;einander folgen;;Verb;;;;;;;;0;ongozana;kuongozana;Allgemein;
-ongoza;kontrollieren;;Verb;;;;;;;;0;ongoza;kuongoza;Allgemein;
ulimwengu;Welt;;Substantiv;5/6;0;ulimwengu;5;maulimwengu;6;Welten;;;;Allgemein;
ulimwengu;Erde;;Substantiv;5/6;0;ulimwengu;5;maulimwengu;6;Erden;;;;Allgemein;
ulimwengu;Weltall;;Substantiv;5/6;0;ulimwengu;5;maulimwengu;6;;;;;Allgemein;
ubepari;Kapitalismus;;Substantiv;11;0;ubepari;11;;;;;;;Allgemein;
bima;Versicherung;;Substantiv;9/10;0;bima;9;bima;10;Versicherungen;;;;Allgemein;
-lalamika;sich beschweren;;Verb;;;;;;;;0;lalamika;kulalamika;Allgemein;
-lalamika;sich beklagen;;Verb;;;;;;;;0;lalamika;kulalamika;Allgemein;
maalumu;speziell;;Adverb;;;;;;;;;;;Allgemein;
maalumu;besondere (-r, -s);;Adverb;;;;;;;;;;;Allgemein;
maalumu;Sonder-;;Adverb;;;;;;;;;;;Allgemein;
maalumu;fachlich;;Adverb;;;;;;;;;;;Allgemein;
maalumu;charakteristisch;;Adverb;;;;;;;;;;;Allgemein;
maalumu;ausserordentlich;;Adverb;;;;;;;;;;;Allgemein;
maalumu;bekannt;;Adverb;;;;;;;;;;;Allgemein;
maalumu;berühmt;;Adverb;;;;;;;;;;;Allgemein;
maalumu;angesehen;;Adverb;;;;;;;;;;;Allgemein;
maalum;anerkannt;;Adverb;;;;;;;;;;;Allgemein;
maalum;extra;;Adverb;;;;;;;;;;;Allgemein;
maalum;besonders;;Adverb;;;;;;;;;;;Allgemein;
maalum;ausserordentlich;;Adverb;;;;;;;;;;;Allgemein;
maalum;charakteristisch;;Adverb;;;;;;;;;;;Allgemein;
maalum;fachlich;;Adverb;;;;;;;;;;;Allgemein;
maalum;Sonder-;;Adverb;;;;;;;;;;;Allgemein;
maalum;besondere (-r, -s);;Adverb;;;;;;;;;;;Allgemein;
maalum;speziell;;Adverb;;;;;;;;;;;Allgemein;
maalumu;besonders;;Adverb;;;;;;;;;;;Allgemein;
maalumu;extra;;Adverb;;;;;;;;;;;Allgemein;
maalumu;anerkannt;;Adverb;;;;;;;;;;;Allgemein;
-fikiria;an jmdn. denken;;Verb;;;;;;;;0;fikiria;kufikiria;Allgemein;
-fikiria;an etw. denken;;Verb;;;;;;;;0;fikiria;kufikiria;Allgemein;
-fikiria;über etw. nachdenken;;Verb;;;;;;;;0;fikiria;kufikiria;Allgemein;
-fikiria;über etw. beraten;;Verb;;;;;;;;0;fikiria;kufikiria;Allgemein;
-dharau;gering schätzen;;Verb;;;;;;;;0;dharau;kudharau;Allgemein;
-dharau;verachten;;Verb;;;;;;;;0;dharau;kudharau;Allgemein;
-dharau;missachten;;Verb;;;;;;;;0;dharau;kudharau;Allgemein;
dharau;Geringschätzung;;Substantiv;9/10;0;dharau;9;dharau;10;Geringschätzungen;;;;Allgemein;
dharau;Verachtung;;Substantiv;9/10;0;dharau;9;dharau;10;Verachtungen;;;;Allgemein;
dharau;Missachtung;;Substantiv;9/10;0;dharau;9;dharau;10;Missachtungen;;;;Allgemein;
-ahidi;versprechen;;Verb;;;;;;;;0;ahidi;kuahidi;Allgemein;
-ahidi;geloben;;Verb;;;;;;;;0;ahidi;kuahidi;Allgemein;
-ahidiana;sich verabreden;;Verb;;;;;;;;0;ahidiana;kuahidiana;Allgemein;
Tumeahidiana kwa juma lijalo.;Wir haben uns für nächste Woche verabredet.;;Beispiel;;;;;;;;;;;Allgemein;
Wameahidiana.;Sie sind verlobt.;;Beispiel;;;;;;;;;;;Allgemein;
nafuu;Vorteil;;Substantiv;9/10;0;nafuu;9;nafuu;10;Vorteile;;;;Allgemein;
nafuu;Nutzen;;Substantiv;9/10;0;nafuu;9;nafuu;10;Nutzen;;;;Allgemein;
nafuu;Gewinn;;Substantiv;9/10;0;nafuu;9;nafuu;10;Gewinne;;;;Allgemein;
nafuu;Profit;;Substantiv;9/10;0;nafuu;9;nafuu;10;Profite;;;;Allgemein;
-a nafuu;vorteilhaft;;Adjektiv;;;;;;;;;;;Allgemein;
-enye nafuu;vorteilhaft;;Adjektiv;;;;;;;;;;;Allgemein;
-a kuleta nafuu;vorteilhaft;;Adjektiv;;;;;;;;;;;Allgemein;
-pata nafuu;profitieren;;Verb;;;;;;;;0;pata nafuu;kupata nafuu;Allgemein;
bei nafuu;günstiger Preis;;Ausdruck;;;;;;;;;;;Allgemein;
amepata nafuu;es geht ihm besser;;Ausdruck;;;;;;;;;;;Allgemein;
si kitu;das ist nichts;;Ausdruck;;;;;;;;;;;Allgemein;
wakati wowote;jederzeit;;Sonstige;;;;;;;;;;;Allgemein;
kabla ya wakati;vor der Zeit;;Sonstige;;;;;;;;;;;Zeit, Zeitrechnung;
wakati;Periode;;Substantiv;11/10;0;wakati;11;nyakati;10;Perioden;;;;Allgemein;
wakati;Tempus;;Substantiv;11/10;0;wakati;11;nyakati;10;Tempi;;;;Allgemein;
wakati wa kulala;Schlafenszeit;;Substantiv;;0;wakati wa kulala;;nyakati za kulala;;Schlafenszeiten;;;;Allgemein;
wakati wa mavuno;Erntezeit;;Substantiv;;0;wakati wa kulala;;nyakati za mavuno;;Erntezeiten;;;;Allgemein;
wakati ujao;Zukunft;;Substantiv;;0;wakati ujao;;nyakati zijazo;;;;;;Allgemein;
wakati ujao;Futur;;Substantiv;;0;wakati ujao;;nyakati zijazo;;;;;;Allgemein;
wakati uliopita;Vergangenheit;;Substantiv;;0;wakati uliopita;;nyakati zilizopita;;Vergangenheiten;;;;Allgemein;
wakati wote;immer;;Sonstige;;;;;;;;;;;Allgemein;
wakati wote;zu jeder Zeit;;Sonstige;;;;;;;;;;;Allgemein;
kila wakati;jederzeit;;Sonstige;;;;;;;;;;;Allgemein;
kila wakati;ständig;;Sonstige;;;;;;;;;;;Allgemein;
wakati mmoja;gleichzeitig;;Sonstige;;;;;;;;;;;Allgemein;
wakati mwingine;manchmal;;Sonstige;;;;;;;;;;;Allgemein;
wakati mwingine;von Zeit zu Zeit;;Sonstige;;;;;;;;;;;Allgemein;
kwa wakati;rechtzeitig;;Sonstige;;;;;;;;;;;Allgemein;
kwa wakati;pünktlich;;Sonstige;;;;;;;;;;;Allgemein;
wakati [wa];während;;Sonstige;;;;;;;;;;;Allgemein;
wakati [wa];indessen;;Sonstige;;;;;;;;;;;Allgemein;
wakati [wa];wenn;;Sonstige;;;;;;;;;;;Allgemein;
wakati [wa];als;;Sonstige;;;;;;;;;;;Allgemein;
wakati [wa];solange;;Sonstige;;;;;;;;;;;Allgemein;
wakati [wa];unterdessen;;Sonstige;;;;;;;;;;;Allgemein;
wakati [wa];inzwischen;;Sonstige;;;;;;;;;;;Allgemein;
wakati ule;damals;;Sonstige;;;;;;;;;;;Allgemein;
-tia moyo;ermutigen;;Verb;;;;;;;;0;tia moyo;kutia moyo;Allgemein;
-pa moyo;ermutigen;;Verb;;;;;;;;0;pa moyo;kupa moyo;Allgemein;
moyo;Mut;;Substantiv;3/4;0;moyo;3;mioyo;4;;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Gefühl;;Substantiv;3/4;0;moyo;3;mioyo;4;Gefühle;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Gemüt;;Substantiv;3/4;0;moyo;3;mioyo;4;Gemüter;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Gewissen;;Substantiv;3/4;0;moyo;3;mioyo;4;Gewissen;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Charakter;;Substantiv;3/4;0;moyo;3;mioyo;4;Charaktere;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Entschlossenheit;;Substantiv;3/4;0;moyo;3;mioyo;4;;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Wille;;Substantiv;3/4;0;moyo;3;mioyo;4;;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Antrieb;;Substantiv;3/4;0;moyo;3;mioyo;4;;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Ansporn;;Substantiv;3/4;0;moyo;3;mioyo;4;;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Inneres;;Substantiv;3/4;0;moyo;3;mioyo;4;;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Kern;;Substantiv;3/4;0;moyo;3;mioyo;4;;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
moyo;Mitte;;Substantiv;3/4;0;moyo;3;mioyo;4;;;;;Allgemein;Plural auch: nyoyo (Kl. 10)
kwa moyo wote;von ganzem Herzen;;Ausdruck;;;;;;;;;;;Allgemein;
-enye moyo mwema;grossherzig;;Ausdruck;;;;;;;;;;;Allgemein;
-enye moyo mwema;gütig;;Ausdruck;;;;;;;;;;;Allgemein;
-enye moyo mgumu;hartherzig;;Ausdruck;;;;;;;;;;;Allgemein;
-a moyo;herzlich;;Adjektiv;;;;;;;;;;;Allgemein;
-a moyo;innig;;Adjektiv;;;;;;;;;;;Allgemein;
tamaa;Hoffnung;;Substantiv;9/10;0;tamaa;9;tamaa;10;Hoffnungen;;;;Allgemein;
tamaa;Sehnsucht;;Substantiv;9/10;0;tamaa;9;tamaa;10;Sehnsüchte;;;;Allgemein;
tamaa;Verlangen;;Substantiv;9/10;0;tamaa;9;tamaa;10;Verlangen;;;;Allgemein;
tamaa;Streben;;Substantiv;9/10;0;tamaa;9;tamaa;10;Streben;;;;Allgemein;
-kata tamaa;die Hoffnung verlieren;;Verb;;;;;;;;0;kata tamaa;kukata tamaa;Allgemein;
-kata tamaa;mutlos werden;;Verb;;;;;;;;0;kata tamaa;kukata tamaa;Allgemein;
-kata tamaa;verzweifeln;;Verb;;;;;;;;0;kata tamaa;kukata tamaa;Allgemein;
-katisha tamaa;entmutigen;;Verb;;;;;;;;0;katisha tamaa;kukatisha tamaa;Allgemein;
-katisha tamaa;enttäuschen;;Verb;;;;;;;;0;katisha tamaa;kukatisha tamaa;Allgemein;
-kata tamaa;aufgeben;;Verb;;;;;;;;0;kata tamaa;kukata tamaa;Allgemein;
-kata tamaa;die Hoffnung aufgeben;;Verb;;;;;;;;0;kata tamaa;kukata tamaa;Allgemein;
uchaguzi;Wahl;;Substantiv;11/10;0;uchaguzi;11;chaguzi;10;Wahlen;;;;Allgemein;
ajabu;seltsam;;Adjektiv;;;;;;;;;;;Allgemein;
kimya;leise;;Adverb;;;;;;;;;;;Allgemein;
kimya;still;;Adverb;;;;;;;;;;;Allgemein;
kimya kabisa;mucksmäuschenstill;;Adverb;;;;;;;;;;;Allgemein;
Soma kimya baadaye kwau sauti.;Lies zuerst leise und dann laut.;;Beispiel;;;;;;;;;;;Allgemein;
kimya;Ruhe;;Substantiv;7;0;kimya;7;;;;;;;Allgemein;
kimya;Stille;;Substantiv;7;0;kimya;7;;;;;;;Allgemein;
-chapa;(mit einem Stock) schlagen;;Verb;;;;;;;;0;chapa;kuchapa;Allgemein;z.B. in der Schule
-chapa kiboko;mit der Peitsche schlagen;;Verb;;;;;;;;0;chapa kiboko;kuchapa kiboko;Allgemein;z.B. in der Schule
si lazima;es ist nicht erforderlich;;Ausdruck;;;;;;;;;;;Allgemein;
si lazima;es muss nicht sein;;Ausdruck;;;;;;;;;;;Allgemein;
mwishoni;am Ende;;Sonstige;;;;;;;;;;;Allgemein;
mwisho;schliesslich;;Sonstige;;;;;;;;;;;Allgemein;
mwisho;letztlich;;Sonstige;;;;;;;;;;;Allgemein;
mwisho;endlich;;Sonstige;;;;;;;;;;;Allgemein;
mwisho;endgültig;;Adverb;;;;;;;;;;;Allgemein;
mwisho;unwiderruflich;;Adverb;;;;;;;;;;;Allgemein;
mwisho;zuletzt;;Adverb;;;;;;;;;;;Allgemein;
mwishowe;schliesslich;;Sonstige;;;;;;;;;;;Allgemein;
mwishowe;letztlich;;Sonstige;;;;;;;;;;;Allgemein;
mwishowe;endlich;;Sonstige;;;;;;;;;;;Allgemein;
mwishowe;endgültig;;Adverb;;;;;;;;;;;Allgemein;
mwishowe;unwiderruflich;;Adverb;;;;;;;;;;;Allgemein;
mwishowe;zuletzt;;Adverb;;;;;;;;;;;Allgemein;
mwanzo;anfangs;;Adverb;;;;;;;;;;;Allgemein;
mwanzo;zuerst;;Adverb;;;;;;;;;;;Allgemein;
mwanzo;von Anfang an;;Adverb;;;;;;;;;;;Allgemein;
-ogopesha;[jmdn.] verängstigen;;Verb;;;;;;;;0;ogopesha;kuogopesha;Allgemein;
-ogopesha;[jmdm.] Angst machen;;Verb;;;;;;;;0;ogopesha;kuogopesha;Allgemein;
-vuna;ernten;;Verb;;;;;;;;0;vuna;kuvuna;Allgemein;
-vuna;einsammeln;;Verb;;;;;;;;0;vuna;kuvuna;Allgemein;
-vuna;gewinnen;;Verb;;;;;;;;0;vuna;kuvuna;Allgemein;
-vuna;profitieren;;Verb;;;;;;;;0;vuna;kuvuna;Allgemein;
-vuna;einnehmen;;Verb;;;;;;;;0;vuna;kuvuna;Allgemein;
-vuna;verdienen;;Verb;;;;;;;;0;vuna;kuvuna;Allgemein;
-vuna mahindi;Mais ernten;;Ausdruck;;;;;;;;;;;Allgemein;
maskini;arm;;Adjektiv;;;;;;;;;;;Allgemein;
maskini;bedürftig;;Adjektiv;;;;;;;;;;;Allgemein;
maskini;mittellos;;Adjektiv;;;;;;;;;;;Allgemein;
maskini;armselig;;Adjektiv;;;;;;;;;;;Allgemein;
maskini;Arme (-r);;Substantiv;9/10;0;maskini;9;maskini;10;Arme;;;;Allgemein;
maskini;Bettler (-in);;Substantiv;9/10;0;maskini;9;maskini;10;Bettler (-innnen);;;;Allgemein;
maskini;Mittellose (-r);;Substantiv;9/10;0;maskini;9;maskini;10;Mittellose;;;;Allgemein;
mkoa;Region;;Substantiv;3/4;0;mkoa;3;mikoa;4;Regionen;;;;Allgemein;
jumla;zusammen;;Adverb;;;;;;;;;;;Allgemein;
jumla;im Ganzen;;Adverb;;;;;;;;;;;Allgemein;
kwa jumla;zusammenfassend;;Sonstige;;;;;;;;;;;Allgemein;
kwa jumla;generell;;Sonstige;;;;;;;;;;;Allgemein;
kwa jumla;allgemein;;Sonstige;;;;;;;;;;;Allgemein;
-jumlisha;addieren;;Verb;;;;;;;;0;jumlisha;kujumlisha;Allgemein;
-jumlisha;zusammenzählen;;Verb;;;;;;;;0;jumlisha;kujumlisha;Allgemein;
-jumlisha;abrechnen;;Verb;;;;;;;;0;jumlisha;kujumlisha;Allgemein;
-jumlisha;die Rechnung machen;;Verb;;;;;;;;0;jumlisha;kujumlisha;Allgemein;
jumla ya;Gesamt von;;Substantiv;9/10;0;jumla ya;9;jumla za;10;;;;;Allgemein;
takriban;ungefähr;;Adverb;;;;;;;;;;;Allgemein;
takriban;etwa;;Adverb;;;;;;;;;;;Allgemein;
madini;Bergbau;;Substantiv;6;0;;6;madini;;Bergbau;;;;Allgemein;
madini;Bodenschätze;;Substantiv;6;0;;6;madini;;Bodenschätze;;;;Allgemein;
madini;Metall;;Substantiv;6;0;;6;madini;;Metalle;;;;Allgemein;
madini;Erz;;Substantiv;6;0;;6;madini;;Erze;;;;Allgemein;
Anaendesha gari aina ya Toyota.;Er fährt einen Toyota.;;Beispiel;;;;;;;;;;;Allgemein;
madini;Minenwesen;;Substantiv;6;0;;6;madini;;;;;;Allgemein;
madini;Minengeschäft;;Substantiv;6;0;;6;madini;;;;;;Allgemein;
kiungo;Gewürz;;Substantiv;7/8;0;kiungo;7;viungo;8;Gewürze;;;;Allgemein;
kiungo;Würze;;Substantiv;7/8;0;kiungo;7;viungo;8;;;;;Allgemein;
kiungo;Gelenk;;Substantiv;7/8;0;kiungo;7;viungo;8;Gelenke;;;;Allgemein;
kiungo;Organ;;Substantiv;7/8;0;kiungo;7;viungo;8;Organe;;;;Allgemein;
kiungo;Verbindungsstück;;Substantiv;7/8;0;kiungo;7;viungo;8;Verbindungsstücke;;;;Allgemein;
kiungo;Verbindendes;;Substantiv;7/8;0;kiungo;7;viungo;8;;;;;Allgemein;
kiungo cha bega;Schultergelenk;;Substantiv;7/8;0;kiungo cha bega;7;viungo vya bega;8;Schultergelenke;;;;Allgemein;
kiungo cha goti;Kniegelenk;;Substantiv;7/8;0;kiungo cha goti;7;viungo vya goti;8;Kniegelenke;;;;Allgemein;
kiungo cha uzazi;Geschlechtsorgan;;Substantiv;7/8;0;kiungo cha uzazi;7;viungo vya uzazi;8;Geschlechtsorgane;;;;Allgemein;
uzazi;Zeugung;;Substantiv;11;0;uzazi;11;;;;;;;Allgemein;
uzazi;Geburt;;Substantiv;11;0;uzazi;11;;;;;;;Allgemein;
uzazi wa pili;Plazenta;;Substantiv;11;0;uzazi wa pili;11;;;;;;;Allgemein;
elimu ya uzazi;Sexualaufklärung;;Substantiv;9/10;0;elimu ya uzazi;9;elimu za uzazi;10;Sexualaufklärungen;;;;Allgemein;
-zazi;fruchtbar;;Adjektiv;;;;;;;;;;;Allgemein;
mzazi;Gebährende;;Substantiv;1/2;0;mzazi;1;wazazi;2;Gebährende;;;;Allgemein;sowohl bei Menschen als auch bei Tieren
uzazi;Abstammung;;Substantiv;11;0;uzazi;11;;;;;;;Allgemein;
uzazi;Herkunft;;Substantiv;11;0;uzazi;11;;;;;;;Allgemein;
uzazi;Genealogie;;Substantiv;11;0;uzazi;11;;;;;;;Allgemein;
uzazi;Fruchtbarkeit;;Substantiv;11;0;uzazi;11;;;;;;;Allgemein;
baba mzazi;leiblicher Vater;;Substantiv;1/2;0;baba mzazi;1;baba wazazi;2;leibliche Väter;;;;Allgemein;sowohl bei Menschen als auch bei Tieren
mama mzazi;leibliche Mutter;;Substantiv;1/2;0;mama mzazi;1;mama wazazi;2;leibliche Mütter;;;;Allgemein;sowohl bei Menschen als auch bei Tieren
baba;Vater;;Substantiv;9/10;1;baba;9;baba;10;Väter;;;;Allgemein;
mama mkubwa;Tante;;Substantiv;9/10;1;mama mkubwa;9;mama wakubwa;10;Tanten;;;;Allgemein;Mama mdogo ist die Schwester der Mutter, die Schwester des Vaters ist shangazi
baba mdogo;jüngerer Bruder des Vaters;;Substantiv;9/10;1;baba mdogo;9;baba wadogo;10;jüngere Brüder des Vaters;;;;Allgemein;
baba mkubwa;älterer Bruder des Vaters;;Substantiv;9/10;1;baba mkubwa;9;baba wakubwa;10;ältere Brüder des Vaters;;;;Allgemein;
baba mkubwa;Onkel;;Substantiv;9/10;1;baba mkubwa;9;baba wakubwa;10;Onkel;;;;Allgemein;älterer Bruder des Vaters
baba mdogo;Onkel;;Substantiv;9/10;1;baba mdogo;9;baba wadogo;10;Onkel;;;;Allgemein;jüngerer Bruder des Vaters
mama mkubwa;ältere Schwester der Mutter;;Substantiv;9/10;1;mama mkubwa;9;mama wakubwa;10;ältere Schwestern der Mutter;;;;Allgemein;die Schwester des Vaters ist shangazi
mama mdogo;jüngere Schwester der Mutter;;Substantiv;9/10;1;mama mdogo;9;mama wadogo;10;jüngere Schwestern der Mutter;;;;Allgemein;die Schwester des Vaters ist shangazi
mama;Mutter;;Substantiv;9/10;1;mama;9;mama;10;Mütter;;;;Allgemein;
mama;[höfliche Anrede für eine Frau];;Substantiv;9/10;1;mama;9;mama;10;;;;;Allgemein;
mama wa kambo;Stiefmutter;;Substantiv;9/10;1;mama wa kambo;9;mama wa kambo;10;Stiefmütter;;;;Allgemein;
baba wa kambo;Stiefvater;;Substantiv;9/10;1;baba wa kambo;9;baba wa kambo;10;Stiefväter;;;;Allgemein;
baba mkwe;Schwiegervater;;Substantiv;9/10;1;baba mkwe;9;baba wakwe;10;Schwiegerväter;;;;Allgemein;
mama mkwe;Schwiegermutter;;Substantiv;9/10;1;mama mkwe;9;mama wakwe;10;Schwiegermütter;;;;Allgemein;
wakwe;Schwiegereltern;;Substantiv;9/10;1;;9;wakwe;10;Schwiegereltern;;;;Allgemein;
mkwe;Schwiegersohn;;Substantiv;1/2;0;mkwe;1;wakwe;2;Schwiegersöhne;;;;Allgemein;
mkwe;Schwiegertochter;;Substantiv;1/2;0;mkwe;1;wakwe;2;Schwiegertöchter;;;;Allgemein;
-karimu;freigiebig;;Adjektiv;;;;;;;;;;;Allgemein;
-karimu;grosszügig;;Adjektiv;;;;;;;;;;;Allgemein;
-karimu;grossherzig;;Adjektiv;;;;;;;;;;;Allgemein;
-karimu;gastlich;;Adjektiv;;;;;;;;;;;Allgemein;
-karimu;gastfreundlich;;Adjektiv;;;;;;;;;;;Allgemein;
-karimu;gastfreundlich aufnehmen;;Verb;;;;;;;;0;karimu;kukarimu;Allgemein;
-karimu;bewirten;;Verb;;;;;;;;0;karimu;kukarimu;Allgemein;
Yeye ni mkarimu.;Sie ist gastfreundlich.;;Beispiel;;;;;;;;;;;Allgemein;
-karimu;liberal;;Adjektiv;;;;;;;;;;;Allgemein;
kwa ajili ya;wegen;;Sonstige;;;;;;;;;;;Allgemein;
kwa ajili ya;für;;Sonstige;;;;;;;;;;;Allgemein;
sababu;Ursache;;Substantiv;9/10;0;sababu;9;sababu;10;Ursachen;;;;Allgemein;
-wa sababu (ya);schuld sein (an);;Verb;;;;;;;;1;wa sababu (ya);kuwa sababu (ya);Allgemein;
kwa sababu ya;aufgrund;;Sonstige;;;;;;;;;;;Allgemein;
kwa sababu ya;wegen;;Sonstige;;;;;;;;;;;Allgemein;
kwa sababu ya;auf Grund von;;Sonstige;;;;;;;;;;;Allgemein;
kwa sababu ya;angesichts;;Sonstige;;;;;;;;;;;Allgemein;
kwa sababu hiyo;deswegen;;Sonstige;;;;;;;;;;;Allgemein;
kwa sababu hiyo;deshalb;;Sonstige;;;;;;;;;;;Allgemein;
kwa sababu hiyo;aus diesem Grund;;Sonstige;;;;;;;;;;;Allgemein;
si kila mtu;nicht jeder;;Ausdruck;;;;;;;;;;;Allgemein;
Unahitaji muda gani kutoka nyumbani mpaka kazini?;Wie lange brauchst du von Zuhause bis zur Arbeit?;;Beispiel;;;;;;;;;;;Allgemein;
ndoo;Eimer;;Substantiv;9/10;0;ndoo;9;ndoo;10;Eimer;;;;Allgemein;
ndoo;Schöpfkelle;;Substantiv;9/10;0;ndoo;9;ndoo;10;Schöpfkellen;;;;Allgemein;
mdudu;Insekt;;Substantiv;1/2;0;mdudu;1;wadudu;2;Insekten;;;;Allgemein;
tajiri;reich;;Adjektiv;;;;;;;;;;;Allgemein;
tajiri;Reiche (-r);;Substantiv;5/6;0;tajiri;5;matajiri;6;Reiche;;;;Allgemein;
tajiri;Kaufmann;;Substantiv;5/6;0;tajiri;5;matajiri;6;Kaufmänner;;;;Allgemein;
tajiri;Kauffrau;;Substantiv;5/6;0;tajiri;5;matajiri;6;Kauffrauen;;;;Allgemein;
tajiri;Unternehmer (-in);;Substantiv;5/6;0;tajiri;5;matajiri;6;Unternehmer (-innen);;;;Allgemein;
tajiri;Arbeitgeber (-in);;Substantiv;5/6;0;tajiri;5;matajiri;6;Arbeitgeber (-innen);;;;Allgemein;
mmea;Pflanze;;Substantiv;3/4;0;mmea;3;mimea;4;Pflanzen;;;;Allgemein;
mmea;Gewächs;;Substantiv;3/4;0;mmea;3;mimea;4;Gewächse;;;;Allgemein;
mmea;Vegetation;;Substantiv;3/4;0;mmea;3;mimea;4;Vegetationen;;;;Allgemein;
mmea;Kultur;;Substantiv;3/4;0;mmea;3;mimea;4;Kulturen;;;;Allgemein;
mmea;Keim;;Substantiv;3/4;0;mmea;3;mimea;4;Keime;;;;Allgemein;
mmea;Spross;;Substantiv;3/4;0;mmea;3;mimea;4;Sprosse;;;;Allgemein;
kiangazi;Trockenzeit;;Substantiv;7/8;0;kiangazi;7;viangazi;8;Trockenzeiten;;;;Allgemein;
masika;grosse Regenzeit;;Substantiv;6;0;;6;masika;;;;;;Allgemein;
zamani;Zeit;;Substantiv;9/10;0;zamani;9;zamani;10;Zeiten;;;;Allgemein;
zamani;Zeitalter;;Substantiv;9/10;0;zamani;9;zamani;10;Zeitalter;;;;Allgemein;
zamani;Epoche;;Substantiv;9/10;0;zamani;9;zamani;10;Epochen;;;;Allgemein;
zamani;Vergangenheit;;Substantiv;9/10;0;zamani;9;zamani;10;Vergangenheiten;;;;Allgemein;
zamani;Altertum;;Substantiv;9/10;0;zamani;9;zamani;10;;;;;Allgemein;
zamani;Frühzeit;;Substantiv;9/10;0;zamani;9;zamani;10;Frühzeiten;;;;Allgemein;
zamani za kale;Frühzeit;;Substantiv;10;0;;;zamani za kale;10;;;;;Allgemein;
zamani za kale;Altertum;;Substantiv;10;0;;;zamani za kale;10;;;;;Allgemein;
zamani sana;vor sehr langer Zeit;;Adverb;;;;;;;;;;;Allgemein;
zamani zetu;Jetztzeit;;Substantiv;10;0;;;zamani zetu;10;;;;;Allgemein;
zamani zetu;Gegenwart;;Substantiv;10;0;;;zamani zetu;10;;;;;Allgemein;
zamani zetu;gegenwärtiges Zeitalter;;Substantiv;10;0;;;zamani zetu;10;;;;;Allgemein;
zamani hizi;gegenwärtiges Zeitalter;;Substantiv;10;0;;;zamani hizi;10;;;;;Allgemein;
zamani hizi;Gegenwart;;Substantiv;10;0;;;zamani hizi;10;;;;;Allgemein;
zamani hizi;Jetztzeit;;Substantiv;10;0;;;zamani hizi;10;;;;;Allgemein;
-a zamani;vormalig;;Adjektiv;;;;;;;;;;;Allgemein;
-a zamani;ehemalig;;Adjektiv;;;;;;;;;;;Allgemein;
-a zamani;alt;;Adjektiv;;;;;;;;;;;Allgemein;
-a zamani;überholt;;Adjektiv;;;;;;;;;;;Allgemein;
-a zamani;unmodern;;Adjektiv;;;;;;;;;;;Allgemein;
zamani;früher;;Adverb;;;;;;;;;;;Allgemein;
zamani;vor Zeiten;;Adverb;;;;;;;;;;;Allgemein;
zamani;längst;;Adverb;;;;;;;;;;;Allgemein;
zamani;einst;;Adverb;;;;;;;;;;;Allgemein;
zamani;damals;;Adverb;;;;;;;;;;;Allgemein;
zamani;ehemals;;Adverb;;;;;;;;;;;Allgemein;
tangu zamani;schon lange;;Sonstige;;;;;;;;;;;Allgemein;
tangu zamani;seit langem;;Sonstige;;;;;;;;;;;Allgemein;
